timestamp,sensor_id,region,vehicle_count,temperature_c,rain,social_event,bus_delay_minutes,avg_speed_kmh
2025-01-01 01:52:00,82,Meireles,36,25.6,1,0,5.52,42.97
2025-01-01 01:53:00,111,Montese,43,26.86,0,0,4.01,26.07
2025-01-01 01:54:00,53,Messejana,43,30.28,0,0,0.97,25.05
2025-01-01 01:55:00,24,Papicu,37,27.79,0,0,6.17,35.23
2025-01-01 01:56:00,26,Messejana,30,29.4,0,0,7.39,31.0
2025-01-01 01:57:00,89,Centro,31,27.88,0,0,1.26,32.14
2025-01-01 01:58:00,60,Montese,34,23.24,1,1,9.96,26.17
2025-01-01 01:59:00,109,Fátima,36,20.59,0,0,2.0,39.9
2025-01-01 02:00:00,41,Cocó,21,25.87,0,0,11.48,41.94
2025-01-01 02:01:00,29,Parangaba,35,32.03,0,0,7.52,28.33
2025-01-01 02:02:00,15,Cocó,37,31.7,1,0,9.05,41.42
2025-01-01 02:03:00,45,Messejana,35,26.49,0,0,8.81,32.04
2025-01-01 02:04:00,65,Fátima,33,30.05,0,0,6.28,30.4
2025-01-01 02:05:00,89,Montese,33,30.43,0,1,3.31,34.73
2025-01-01 02:06:00,71,Aldeota,32,31.31,1,1,8.23,32.13
2025-01-01 02:07:00,9,Parangaba,35,28.64,0,0,11.13,34.38
2025-01-01 02:08:00,88,Benfica,34,25.52,1,0,5.36,31.01
2025-01-01 02:09:00,1,Messejana,31,34.61,1,0,5.43,26.64
2025-01-01 02:10:00,108,Centro,32,29.69,0,0,5.27,29.2
2025-01-01 02:11:00,8,Montese,40,28.08,0,0,4.98,20.84
2025-01-01 02:12:00,88,Montese,42,28.13,0,0,8.75,17.24
2025-01-01 02:13:00,63,Meireles,40,28.15,1,0,2.4,30.0
2025-01-01 02:14:00,11,Parangaba,38,30.83,0,1,3.2,42.5
2025-01-01 02:15:00,115,Parangaba,42,25.86,0,0,2.06,33.15
2025-01-01 02:16:00,81,Fátima,34,31.0,0,0,6.86,23.37
2025-01-01 02:17:00,8,Papicu,34,27.05,0,0,4.75,24.46
2025-01-01 02:18:00,35,Benfica,33,26.22,0,0,3.62,38.09
2025-01-01 02:19:00,35,Aldeota,27,29.54,0,0,2.0,51.59
2025-01-01 02:20:00,33,Parangaba,25,33.63,1,0,8.59,48.88
2025-01-01 02:21:00,5,Centro,38,31.25,0,0,10.26,26.68
2025-01-01 02:22:00,106,Meireles,40,27.04,0,0,6.7,40.31
2025-01-01 02:23:00,103,Parangaba,40,35.58,0,0,6.32,29.68
2025-01-01 02:24:00,41,Papicu,34,30.23,0,0,3.03,26.86
2025-01-01 02:25:00,28,Meireles,34,30.7,1,0,1.82,28.18
2025-01-01 02:26:00,7,Messejana,32,27.55,1,1,7.1,32.87
2025-01-01 02:27:00,73,Centro,38,25.93,0,0,4.63,24.72
2025-01-01 02:28:00,72,Parangaba,36,26.64,0,0,2.09,9.08
2025-01-01 02:29:00,12,Aldeota,40,29.73,0,0,7.23,22.7
2025-01-01 02:30:00,34,Parangaba,34,32.01,0,1,14.65,25.92
2025-01-01 02:31:00,33,Messejana,35,28.52,0,0,3.53,24.03
2025-01-01 02:32:00,48,Meireles,32,28.9,0,0,3.45,35.35
2025-01-01 02:33:00,119,Benfica,38,31.08,0,0,5.37,29.92
2025-01-01 02:34:00,23,Aldeota,45,21.06,1,1,2.88,28.45
2025-01-01 02:35:00,62,Messejana,35,20.71,0,0,8.16,45.63
2025-01-01 02:36:00,88,Parangaba,34,27.31,0,0,9.42,40.23
2025-01-01 02:37:00,37,Messejana,42,22.37,0,0,5.58,39.19
2025-01-01 02:38:00,99,Montese,36,24.61,1,0,9.53,29.42
2025-01-01 02:39:00,44,Benfica,36,28.15,0,0,1.83,19.59
2025-01-01 02:40:00,104,Cocó,43,25.23,0,0,8.77,19.31
2025-01-01 02:41:00,86,Papicu,34,25.05,0,0,7.06,30.68
2025-01-01 02:42:00,91,Montese,40,31.6,0,0,5.67,40.65
2025-01-01 02:43:00,35,Messejana,27,28.93,0,1,11.92,47.14
2025-01-01 02:44:00,65,Papicu,45,21.83,1,0,8.38,35.1
2025-01-01 02:45:00,99,Aldeota,53,31.21,0,0,6.75,36.56
2025-01-01 02:46:00,101,Fátima,37,28.15,1,0,5.62,31.38
2025-01-01 02:47:00,47,Montese,38,30.82,1,0,12.91,35.23
2025-01-01 02:48:00,78,Aldeota,34,23.96,0,1,11.01,29.66
2025-01-01 02:49:00,3,Messejana,38,28.63,0,1,11.04,38.37
2025-01-01 02:50:00,1,Benfica,29,27.68,0,0,7.27,39.26
2025-01-01 02:51:00,5,Parangaba,33,29.63,1,0,2.37,31.72
2025-01-01 02:52:00,90,Papicu,33,27.71,0,0,10.45,27.04
2025-01-01 02:53:00,119,Fátima,34,24.18,0,0,9.23,20.44
2025-01-01 02:54:00,14,Meireles,34,27.12,1,1,6.08,30.06
2025-01-01 02:55:00,103,Messejana,39,28.67,1,0,6.01,21.82
2025-01-01 02:56:00,27,Aldeota,38,21.83,0,0,8.12,43.77
2025-01-01 02:57:00,9,Meireles,26,23.13,0,0,3.58,25.94
2025-01-01 02:58:00,79,Papicu,28,27.03,1,0,2.62,32.63
2025-01-01 02:59:00,15,Messejana,33,30.42,0,0,8.19,41.95
2025-01-01 03:00:00,90,Meireles,35,26.78,0,0,4.54,32.13
2025-01-01 03:01:00,42,Messejana,24,22.08,0,0,8.69,42.12
2025-01-01 03:02:00,77,Montese,43,27.17,0,0,8.14,36.53
2025-01-01 03:03:00,51,Meireles,37,27.53,0,0,1.14,33.9
2025-01-01 03:04:00,63,Fátima,37,25.79,0,0,9.51,27.72
2025-01-01 03:05:00,96,Cocó,31,27.47,0,0,0.99,28.72
2025-01-01 03:06:00,103,Papicu,39,27.24,0,0,8.99,29.63
2025-01-01 03:07:00,113,Messejana,35,27.18,1,0,3.02,43.11
2025-01-01 03:08:00,52,Meireles,36,28.62,0,0,3.57,38.4
2025-01-01 03:09:00,96,Benfica,38,25.55,0,0,4.12,34.7
2025-01-01 03:10:00,4,Meireles,46,22.75,0,0,2.1,31.02
2025-01-01 03:11:00,94,Montese,33,20.77,1,0,5.84,36.29
2025-01-01 03:12:00,101,Aldeota,34,30.21,0,0,1.01,30.92
2025-01-01 03:13:00,23,Meireles,40,24.63,0,0,2.4,26.19
2025-01-01 03:14:00,103,Cocó,34,28.99,0,0,6.75,40.01
2025-01-01 03:15:00,109,Fátima,28,30.62,0,0,0.28,25.72
2025-01-01 03:16:00,15,Papicu,23,26.6,0,0,2.58,29.51
2025-01-01 03:17:00,43,Messejana,29,32.03,0,1,6.07,11.32
2025-01-01 03:18:00,29,Messejana,32,31.75,1,0,7.92,38.32
2025-01-01 03:19:00,36,Messejana,41,31.87,0,0,12.27,56.7
2025-01-01 03:20:00,13,Parangaba,29,33.13,0,0,7.05,35.6
2025-01-01 03:21:00,32,Montese,30,32.43,0,0,0.54,43.52
2025-01-01 03:22:00,71,Benfica,36,31.13,0,0,7.73,42.47
2025-01-01 03:23:00,59,Papicu,35,21.74,0,0,8.01,38.43
2025-01-01 03:24:00,115,Papicu,38,27.47,0,0,7.32,35.2
2025-01-01 03:25:00,86,Messejana,41,30.09,0,0,2.58,29.6
2025-01-01 03:26:00,28,Montese,45,27.69,0,1,4.81,25.96
2025-01-01 03:27:00,66,Aldeota,34,25.06,0,1,9.02,30.83
2025-01-01 03:28:00,42,Papicu,29,30.06,0,0,10.17,22.08
2025-01-01 03:29:00,45,Meireles,39,34.39,1,0,0.19,38.76
2025-01-01 03:30:00,62,Cocó,32,28.48,0,0,4.42,32.79
2025-01-01 03:31:00,57,Montese,36,26.5,0,0,7.85,26.46
2025-01-01 03:32:00,117,Messejana,43,31.52,0,0,5.43,36.11
2025-01-01 03:33:00,6,Papicu,31,28.09,0,0,6.99,29.65
2025-01-01 03:34:00,28,Parangaba,40,30.67,0,0,5.81,24.64
2025-01-01 03:35:00,28,Centro,28,22.33,1,0,4.62,49.98
2025-01-01 03:36:00,108,Centro,42,26.41,0,0,8.85,36.85
2025-01-01 03:37:00,44,Benfica,32,27.26,0,0,2.96,32.86
2025-01-01 03:38:00,84,Papicu,32,23.45,1,0,5.21,32.06
2025-01-01 03:39:00,30,Fátima,27,25.05,0,0,7.48,30.55
2025-01-01 03:40:00,62,Aldeota,38,27.56,0,0,2.3,26.85
2025-01-01 03:41:00,75,Parangaba,38,28.47,0,0,8.12,34.49
2025-01-01 03:42:00,119,Meireles,44,28.78,1,0,9.6,22.31
2025-01-01 03:43:00,92,Montese,28,30.28,1,0,7.31,29.07
2025-01-01 03:44:00,89,Meireles,38,32.25,1,0,4.43,35.41
2025-01-01 03:45:00,103,Papicu,37,30.02,0,0,3.57,23.32
2025-01-01 03:46:00,62,Cocó,30,23.03,0,0,2.27,30.75
2025-01-01 03:47:00,97,Centro,32,27.61,0,0,6.68,31.29
2025-01-01 03:48:00,1,Papicu,35,25.05,0,0,3.38,33.64
2025-01-01 03:49:00,27,Montese,32,25.49,0,0,0.01,27.25
2025-01-01 03:50:00,62,Papicu,37,28.72,0,0,6.44,44.1
2025-01-01 03:51:00,116,Fátima,40,28.03,0,0,5.55,31.94
2025-01-01 03:52:00,77,Fátima,36,30.73,0,0,9.77,36.7
2025-01-01 03:53:00,105,Centro,27,26.09,1,0,4.22,38.88
2025-01-01 03:54:00,3,Cocó,38,30.41,0,1,1.08,37.99
2025-01-01 03:55:00,103,Montese,34,26.63,0,0,11.93,26.34
2025-01-01 03:56:00,70,Messejana,32,25.43,0,0,5.25,33.18
2025-01-01 03:57:00,72,Aldeota,34,30.49,0,0,10.56,15.97
2025-01-01 03:58:00,27,Papicu,40,33.99,0,0,7.24,26.06
2025-01-01 03:59:00,9,Montese,38,28.22,0,0,4.06,30.99
2025-01-01 04:00:00,62,Cocó,36,25.21,0,0,5.08,21.62
2025-01-01 04:01:00,37,Messejana,28,29.78,0,0,10.19,40.0
2025-01-01 04:02:00,97,Papicu,29,27.26,0,0,7.39,28.55
2025-01-01 04:03:00,51,Benfica,24,29.44,1,0,6.24,35.97
2025-01-01 04:04:00,106,Parangaba,37,28.5,0,0,3.81,35.68
2025-01-01 04:05:00,44,Centro,39,32.48,0,0,4.89,31.43
2025-01-01 04:06:00,24,Benfica,38,31.08,1,0,2.57,17.09
2025-01-01 04:07:00,79,Papicu,36,30.61,0,0,7.27,43.63
2025-01-01 04:08:00,59,Meireles,43,33.43,0,0,5.15,32.98
2025-01-01 04:09:00,118,Cocó,33,30.24,0,0,1.3,27.39
2025-01-01 04:10:00,32,Cocó,36,29.43,0,0,8.36,40.48
2025-01-01 04:11:00,96,Montese,28,25.27,0,0,0.92,16.72
2025-01-01 04:12:00,88,Centro,42,23.56,0,0,4.98,40.66
2025-01-01 04:13:00,105,Messejana,31,30.02,0,0,6.9,26.08
2025-01-01 04:14:00,52,Papicu,35,32.83,0,0,7.83,28.58
2025-01-01 04:15:00,113,Meireles,38,32.91,1,0,1.77,33.84
2025-01-01 04:16:00,62,Messejana,46,26.24,0,0,10.45,31.58
2025-01-01 04:17:00,113,Centro,44,24.41,0,0,5.32,41.08
2025-01-01 04:18:00,58,Montese,20,27.36,0,0,5.33,38.73
2025-01-01 04:19:00,52,Parangaba,31,22.69,0,0,11.0,45.81
2025-01-01 04:20:00,12,Messejana,32,24.28,0,0,14.48,36.49
2025-01-01 04:21:00,39,Meireles,35,28.03,0,0,5.55,33.0
2025-01-01 04:22:00,2,Aldeota,40,29.23,0,0,6.32,41.03
2025-01-01 04:23:00,3,Cocó,24,27.37,0,0,6.49,32.74
2025-01-01 04:24:00,113,Messejana,35,23.95,0,0,7.72,38.03
2025-01-01 04:25:00,101,Fátima,33,32.17,0,0,11.86,29.53
2025-01-01 04:26:00,113,Meireles,36,27.66,1,0,6.8,29.08
2025-01-01 04:27:00,56,Aldeota,31,28.48,0,0,5.8,28.47
2025-01-01 04:28:00,81,Fátima,30,25.52,1,0,5.33,27.98
2025-01-01 04:29:00,59,Benfica,43,28.43,0,1,2.12,29.36
2025-01-01 04:30:00,113,Fátima,29,32.62,1,0,5.56,40.84
2025-01-01 04:31:00,2,Benfica,29,26.45,0,0,10.03,36.04
2025-01-01 04:32:00,2,Meireles,26,30.26,0,0,5.01,24.73
2025-01-01 04:33:00,92,Montese,41,29.64,0,0,6.69,29.4
2025-01-01 04:34:00,54,Centro,27,25.28,1,0,4.77,20.23
2025-01-01 04:35:00,87,Meireles,26,27.11,0,0,5.26,29.98
2025-01-01 04:36:00,101,Centro,42,31.33,0,0,9.58,20.64
2025-01-01 04:37:00,96,Cocó,38,32.81,0,0,9.61,26.13
2025-01-01 04:38:00,97,Aldeota,33,32.14,0,0,6.11,18.15
2025-01-01 04:39:00,1,Parangaba,27,29.83,0,0,9.16,29.75
2025-01-01 04:40:00,19,Parangaba,30,26.77,0,0,4.18,27.97
2025-01-01 04:41:00,2,Papicu,43,26.18,0,0,3.33,38.24
2025-01-01 04:42:00,53,Parangaba,32,28.63,0,0,4.29,25.07
2025-01-01 04:43:00,44,Meireles,32,26.24,0,0,11.46,44.06
2025-01-01 04:44:00,90,Fátima,35,23.65,0,0,7.75,38.12
2025-01-01 04:45:00,32,Meireles,29,29.8,1,0,4.26,22.11
2025-01-01 04:46:00,70,Messejana,29,28.6,0,0,6.01,26.79
2025-01-01 04:47:00,32,Benfica,39,27.52,0,0,3.0,35.67
2025-01-01 04:48:00,119,Cocó,37,27.57,1,0,5.19,25.16
2025-01-01 04:49:00,68,Messejana,38,31.09,0,0,6.55,38.76
2025-01-01 04:50:00,55,Cocó,28,32.13,0,0,3.74,26.37
2025-01-01 04:51:00,75,Parangaba,33,30.52,0,0,5.76,41.84
2025-01-01 04:52:00,56,Messejana,32,30.89,0,1,2.18,31.44
2025-01-01 04:53:00,17,Benfica,35,25.21,0,0,10.86,35.03
2025-01-01 04:54:00,38,Montese,37,32.22,0,0,4.07,27.39
2025-01-01 04:55:00,24,Benfica,35,27.55,0,0,7.59,33.57
2025-01-01 04:56:00,69,Fátima,37,31.17,0,0,8.6,43.16
2025-01-01 04:57:00,116,Centro,34,22.52,0,0,4.42,31.41
2025-01-01 04:58:00,98,Cocó,41,31.99,0,0,2.89,30.69
2025-01-01 04:59:00,70,Meireles,31,23.31,1,0,8.22,35.85
2025-01-01 05:00:00,86,Benfica,36,33.62,0,1,5.97,24.46
2025-01-01 05:01:00,11,Aldeota,39,25.56,0,0,7.44,31.63
2025-01-01 05:02:00,112,Cocó,43,27.24,0,0,7.84,39.79
2025-01-01 05:03:00,16,Centro,30,24.18,0,0,4.02,16.24
2025-01-01 05:04:00,97,Aldeota,32,24.83,0,0,5.89,48.99
2025-01-01 05:05:00,73,Montese,41,30.91,0,0,9.02,36.5
2025-01-01 05:06:00,59,Montese,40,27.78,0,0,9.26,31.54
2025-01-01 05:07:00,70,Cocó,24,24.6,0,0,10.72,41.23
2025-01-01 05:08:00,80,Aldeota,34,28.22,0,0,7.03,32.62
2025-01-01 05:09:00,93,Messejana,28,29.3,0,0,7.13,33.28
2025-01-01 05:10:00,3,Parangaba,35,28.2,0,0,4.83,23.49
2025-01-01 05:11:00,20,Aldeota,31,28.26,0,0,6.71,28.87
2025-01-01 05:12:00,59,Aldeota,33,26.34,1,0,0.83,28.85
2025-01-01 05:13:00,36,Fátima,42,25.76,1,1,8.73,24.01
2025-01-01 05:14:00,19,Papicu,34,18.1,1,0,6.47,43.2
2025-01-01 05:15:00,90,Messejana,32,34.33,0,0,3.32,29.93
2025-01-01 05:16:00,67,Papicu,32,32.24,0,0,12.03,30.67
2025-01-01 05:17:00,19,Aldeota,34,26.67,0,0,2.38,45.02
2025-01-01 05:18:00,20,Aldeota,46,23.15,0,0,4.17,43.8
2025-01-01 05:19:00,96,Meireles,25,26.96,0,0,7.22,42.2
2025-01-01 05:20:00,71,Fátima,32,25.39,0,0,3.13,23.94
2025-01-01 05:21:00,52,Papicu,29,27.24,0,0,4.34,38.2
2025-01-01 05:22:00,105,Papicu,39,28.34,0,0,3.82,41.62
2025-01-01 05:23:00,33,Meireles,29,25.5,0,0,7.22,33.55
2025-01-01 05:24:00,40,Centro,32,26.33,1,0,5.8,34.27
2025-01-01 05:25:00,39,Cocó,32,30.8,0,0,6.11,43.17
2025-01-01 05:26:00,82,Parangaba,43,34.02,0,0,5.0,46.02
2025-01-01 05:27:00,104,Meireles,49,29.27,0,0,10.49,36.91
2025-01-01 05:28:00,1,Messejana,31,26.2,0,1,6.8,27.0
2025-01-01 05:29:00,11,Benfica,25,30.73,0,0,5.95,37.8
2025-01-01 05:30:00,92,Centro,27,26.82,0,0,9.78,22.27
2025-01-01 05:31:00,57,Montese,36,29.75,0,0,2.78,17.15
2025-01-01 05:32:00,89,Benfica,38,26.62,1,0,8.13,39.31
2025-01-01 05:33:00,50,Meireles,30,28.74,1,0,6.85,32.56
2025-01-01 05:34:00,23,Centro,35,28.56,0,0,10.75,28.51
2025-01-01 05:35:00,31,Montese,26,27.15,0,0,6.66,21.32
2025-01-01 05:36:00,94,Aldeota,31,24.03,0,0,5.36,5.88
2025-01-01 05:37:00,42,Fátima,32,27.61,1,0,5.24,30.11
2025-01-01 05:38:00,99,Benfica,34,27.77,0,0,2.16,25.61
2025-01-01 05:39:00,7,Benfica,37,29.27,0,0,4.05,14.58
2025-01-01 05:40:00,16,Meireles,37,29.22,1,0,11.05,37.11
2025-01-01 05:41:00,90,Benfica,37,31.64,0,0,2.25,42.23
2025-01-01 05:42:00,112,Aldeota,40,26.01,0,0,4.88,27.56
2025-01-01 05:43:00,116,Papicu,32,29.85,0,1,9.74,31.95
2025-01-01 05:44:00,60,Centro,36,28.17,0,0,5.76,49.92
2025-01-01 05:45:00,113,Benfica,24,26.41,1,0,11.45,32.29
2025-01-01 05:46:00,2,Centro,33,30.02,0,0,10.5,36.7
2025-01-01 05:47:00,1,Montese,36,26.65,0,0,6.05,24.2
2025-01-01 05:48:00,48,Montese,33,26.38,0,0,7.51,43.23
2025-01-01 05:49:00,12,Benfica,37,17.7,0,0,7.76,46.29
2025-01-01 05:50:00,69,Benfica,33,33.84,1,0,1.26,20.78
2025-01-01 05:51:00,37,Montese,28,25.92,0,0,6.42,40.71
2025-01-01 05:52:00,32,Messejana,21,30.86,0,0,9.16,20.84
2025-01-01 05:53:00,119,Montese,25,25.45,0,1,2.3,34.44
2025-01-01 05:54:00,9,Messejana,39,25.7,0,0,2.55,34.06
2025-01-01 05:55:00,105,Parangaba,29,27.3,0,0,4.43,41.59
2025-01-01 05:56:00,99,Aldeota,37,30.25,0,0,0.34,21.7
2025-01-01 05:57:00,19,Aldeota,40,30.96,1,0,2.76,38.43
2025-01-01 05:58:00,48,Centro,39,28.77,0,1,0.58,37.73
2025-01-01 05:59:00,80,Fátima,41,29.71,0,0,5.87,28.9
2025-01-01 06:00:00,3,Meireles,56,29.42,0,0,8.6,40.4
2025-01-01 06:01:00,20,Centro,32,29.37,1,1,11.2,23.94
2025-01-01 06:02:00,24,Benfica,37,28.49,0,0,6.58,24.16
2025-01-01 06:03:00,54,Cocó,29,26.38,1,0,8.44,27.37
2025-01-01 06:04:00,33,Montese,37,27.65,0,0,5.14,10.24
